;ds;y;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;Christi Himmelfahrt;Christi Himmelfahrt_lower;Christi Himmelfahrt_upper;Erster Mai;Erster Mai_lower;Erster Mai_upper;Erster Weihnachtstag;Erster Weihnachtstag_lower;Erster Weihnachtstag_upper;Karfreitag;Karfreitag_lower;Karfreitag_upper;Neujahr;Neujahr_lower;Neujahr_upper;Ostermontag;Ostermontag_lower;Ostermontag_upper;Pfingstmontag;Pfingstmontag_lower;Pfingstmontag_upper;Reformationstag;Reformationstag_lower;Reformationstag_upper;Tag der Deutschen Einheit;Tag der Deutschen Einheit_lower;Tag der Deutschen Einheit_upper;Zweiter Weihnachtstag;Zweiter Weihnachtstag_lower;Zweiter Weihnachtstag_upper;additive_terms;additive_terms_lower;additive_terms_upper;holidays;holidays_lower;holidays_upper;weekly;weekly_lower;weekly_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat;residuals
1855;2017-11-11;4181561.0;-3900802.1974190255;-101265208.68247677;92782099.53548567;-3900802.1974190255;-3900802.1974190255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;258229.19210209485;258229.19210209485;258229.19210209485;0.0;0.0;0.0;-6154247.233086193;-6154247.233086193;-6154247.233086193;6412476.425188288;6412476.425188288;6412476.425188288;0.0;0.0;0.0;-3642573.005316931;-7824134.005316931
1856;2017-11-12;16116204.0;-3899069.8472651155;-111136475.17962535;77343391.40357232;-3899069.8472651155;-3899069.8472651155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-12568980.476044795;-12568980.476044795;-12568980.476044795;0.0;0.0;0.0;-19030283.045637675;-19030283.045637675;-19030283.045637675;6461302.56959288;6461302.56959288;6461302.56959288;0.0;0.0;0.0;-16468050.32330991;-32584254.32330991
1857;2017-11-13;-27089909.0;-3897337.497111206;-83279725.28638418;115667873.22054556;-3897337.497111206;-3897337.497111206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17006255.717746075;17006255.717746075;17006255.717746075;0.0;0.0;0.0;10471503.781311976;10471503.781311976;10471503.781311976;6534751.9364340985;6534751.9364340985;6534751.9364340985;0.0;0.0;0.0;13108918.22063487;40198827.22063487
1858;2017-11-14;91734849.0;-3895605.1469572955;-86782668.7149028;110686142.27924192;-3895605.1469572955;-3895605.1469572955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11816287.539962176;11816287.539962176;11816287.539962176;0.0;0.0;0.0;5176495.516154676;5176495.516154676;5176495.516154676;6639792.023807502;6639792.023807502;6639792.023807502;0.0;0.0;0.0;7920682.393004881;-83814166.60699512
1859;2017-11-15;11701122.0;-3893872.7968033855;-92465984.34142344;102818368.84508239;-3893872.7968033855;-3893872.7968033855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8284786.042688332;8284786.042688332;8284786.042688332;0.0;0.0;0.0;1503571.416701565;1503571.416701565;1503571.416701565;6781214.625986767;6781214.625986767;6781214.625986767;0.0;0.0;0.0;4390913.245884946;-7310208.754115054
1860;2017-11-16;-131205843.0;-3892140.446649476;-87702321.6865552;105078732.77682705;-3892140.446649476;-3892140.446649476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9679662.06024907;9679662.06024907;9679662.06024907;0.0;0.0;0.0;2718160.657355168;2718160.657355168;2718160.657355168;6961501.402893903;6961501.402893903;6961501.402893903;0.0;0.0;0.0;5787521.613599594;136993364.6135996
1861;2017-11-17;45871370.0;-3890408.0964955664;-90787726.63393039;99903380.6355609;-3890408.0964955664;-3890408.0964955664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12495571.751209594;12495571.751209594;12495571.751209594;0.0;0.0;0.0;5314798.907245462;5314798.907245462;5314798.907245462;7180772.843964133;7180772.843964133;7180772.843964133;0.0;0.0;0.0;8605163.654714027;-37266206.345285974
1862;2017-11-18;20404677.0;-3888675.7463416564;-101262020.38019651;97854973.97780614;-3888675.7463416564;-3888675.7463416564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1282574.709926436;1282574.709926436;1282574.709926436;0.0;0.0;0.0;-6154247.233093198;-6154247.233093198;-6154247.233093198;7436821.943019635;7436821.943019635;7436821.943019635;0.0;0.0;0.0;-2606101.0364152202;-23010778.03641522
1863;2017-11-19;-70587491.0;-3886943.396187747;-106610918.86925581;87141450.51984474;-3886943.396187747;-3886943.396187747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11305051.869329453;-11305051.869329453;-11305051.869329453;0.0;0.0;0.0;-19030283.045631748;-19030283.045631748;-19030283.045631748;7725231.176302296;7725231.176302296;7725231.176302296;0.0;0.0;0.0;-15191995.2655172;55395495.7344828
1864;2017-11-20;-10266078.0;-3885211.0460338374;-81632417.5958023;112159004.01323846;-3885211.0460338374;-3885211.0460338374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18511072.472510044;18511072.472510044;18511072.472510044;0.0;0.0;0.0;10471503.781283783;10471503.781283783;10471503.781283783;8039568.691226258;8039568.691226258;8039568.691226258;0.0;0.0;0.0;14625861.426476207;24891939.426476207
1865;2017-11-21;-21466297.0;-3883478.6958799264;-93008398.20315973;106672415.63023846;-3883478.6958799264;-3883478.6958799264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13548152.568046873;13548152.568046873;13548152.568046873;0.0;0.0;0.0;5176495.51613245;5176495.51613245;5176495.51613245;8371657.051914423;8371657.051914423;8371657.051914423;0.0;0.0;0.0;9664673.872166947;31130970.872166947
1866;2017-11-22;-105863896.0;-3881746.366016764;-97038358.56408823;106802441.02245365;-3881746.366016764;-3881746.366016764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10215476.945487153;10215476.945487153;10215476.945487153;0.0;0.0;0.0;1503571.4166901042;1503571.4166901042;1503571.4166901042;8711905.52879705;8711905.52879705;8711905.52879705;0.0;0.0;0.0;6333730.579470389;112197626.5794704
1867;2017-11-23;50120849.0;-3880014.0361536015;-85689879.85483737;102377792.73269653;-3880014.0361536015;-3880014.0361536015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11767855.494754579;11767855.494754579;11767855.494754579;0.0;0.0;0.0;2718160.657333892;2718160.657333892;2718160.657333892;9049694.837420687;9049694.837420687;9049694.837420687;0.0;0.0;0.0;7887841.458600977;-42233007.541399024
1868;2017-11-24;54165156.0;-3878281.706290439;-88138029.44332033;101269155.05111888;-3878281.706290439;-3878281.706290439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14688600.398966843;14688600.398966843;14688600.398966843;0.0;0.0;0.0;5314798.907267227;5314798.907267227;5314798.907267227;9373801.491699617;9373801.491699617;9373801.491699617;0.0;0.0;0.0;10810318.692676404;-43354837.3073236
1869;2017-11-25;-65187334.0;-3876549.3764272765;-97965495.98176591;94546230.05501473;-3876549.3764272765;-3876549.3764272765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3518600.361410827;3518600.361410827;3518600.361410827;0.0;0.0;0.0;-6154247.233063917;-6154247.233063917;-6154247.233063917;9672847.594474744;9672847.594474744;9672847.594474744;0.0;0.0;0.0;-357949.0150164496;64829384.98498355
1870;2017-11-26;-59809385.0;-3874817.046564114;-110891319.12638365;84989984.10770203;-3874817.046564114;-3874817.046564114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-9094522.058541987;-9094522.058541987;-9094522.058541987;0.0;0.0;0.0;-19030283.045637377;-19030283.045637377;-19030283.045637377;9935760.987095391;9935760.987095391;9935760.987095391;0.0;0.0;0.0;-12969339.1051061;46840045.8948939
1871;2017-12-03;-67462419.0;-3862690.737521974;-107407436.33301644;83546898.81647196;-3862690.737521974;-3862690.737521974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-8935734.391443348;-8935734.391443348;-8935734.391443348;0.0;0.0;0.0;-19030283.045668524;-19030283.045668524;-19030283.045668524;10094548.654225176;10094548.654225176;10094548.654225176;0.0;0.0;0.0;-12798425.128965322;54663993.87103468
1872;2017-12-04;47804347.0;-3860958.407658811;-82033037.77156809;104329348.96425161;-3860958.407658811;-3860958.407658811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20312148.773113154;20312148.773113154;20312148.773113154;0.0;0.0;0.0;10471503.781316534;10471503.781316534;10471503.781316534;9840644.99179662;9840644.99179662;9840644.99179662;0.0;0.0;0.0;16451190.365454342;-31353156.634545658
1873;2017-12-05;-18774619.0;-3859226.0777956476;-80558183.47662024;105499692.10974483;-3859226.0777956476;-3859226.0777956476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14703213.815498793;14703213.815498793;14703213.815498793;0.0;0.0;0.0;5176495.516128385;5176495.516128385;5176495.516128385;9526718.299370406;9526718.299370406;9526718.299370406;0.0;0.0;0.0;10843987.737703146;29618606.737703145
1874;2017-12-06;-12087030.0;-3857493.7479324853;-89647668.76637313;103600796.3580149;-3857493.7479324853;-3857493.7479324853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10665693.25657638;10665693.25657638;10665693.25657638;0.0;0.0;0.0;1503571.4166785195;1503571.4166785195;1503571.4166785195;9162121.83989786;9162121.83989786;9162121.83989786;0.0;0.0;0.0;6808199.508643894;18895229.508643895
1875;2017-12-07;-11081237.0;-3855761.4180693226;-92463523.59167859;107024195.78509623;-3855761.4180693226;-3855761.4180693226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11476606.751078824;11476606.751078824;11476606.751078824;0.0;0.0;0.0;2718160.657345115;2718160.657345115;2718160.657345115;8758446.093733707;8758446.093733707;8758446.093733707;0.0;0.0;0.0;7620845.333009501;18702082.3330095
1876;2017-12-08;-174867615.0;-3854029.0882061594;-85602928.5692719;105761703.39531508;-3854029.0882061594;-3854029.0882061594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13644016.77024502;13644016.77024502;13644016.77024502;0.0;0.0;0.0;5314798.907255402;5314798.907255402;5314798.907255402;8329217.862989618;8329217.862989618;8329217.862989618;0.0;0.0;0.0;9789987.68203886;184657602.68203887
1877;2017-12-09;-75028894.0;-3852296.7583429976;-108328949.04812679;88204744.75674622;-3852296.7583429976;-3852296.7583429976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1735278.2529406254;1735278.2529406254;1735278.2529406254;0.0;0.0;0.0;-6154247.233077925;-6154247.233077925;-6154247.233077925;7889525.486018551;7889525.486018551;7889525.486018551;0.0;0.0;0.0;-2117018.505402372;72911875.49459763
1878;2017-12-10;12309314.0;-3850564.4284798345;-115451719.2780935;77191476.2639023;-3850564.4284798345;-3850564.4284798345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11574702.326862777;-11574702.326862777;-11574702.326862777;0.0;0.0;0.0;-19030283.04564984;-19030283.04564984;-19030283.04564984;7455580.718787066;7455580.718787066;7455580.718787066;0.0;0.0;0.0;-15425266.75534261;-27734580.75534261
1879;2017-12-11;172268065.0;-3848832.0986166717;-88740973.2993652;109284480.01561907;-3848832.0986166717;-3848832.0986166717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17515733.79085826;17515733.79085826;17515733.79085826;0.0;0.0;0.0;10471503.781292466;10471503.781292466;10471503.781292466;7044230.009565793;7044230.009565793;7044230.009565793;0.0;0.0;0.0;13666901.69224159;-158601163.30775842
1880;2017-12-12;14721913.0;-3847099.768753508;-82715003.00183694;105033258.18216261;-3847099.768753508;-3847099.768753508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11848925.211931711;11848925.211931711;11848925.211931711;0.0;0.0;0.0;5176495.516144606;5176495.516144606;5176495.516144606;6672429.695787105;6672429.695787105;6672429.695787105;0.0;0.0;0.0;8001825.443178203;-6720087.556821797
1881;2017-12-13;62580932.0;-3845367.438890346;-89420613.61241883;91935254.60073975;-3845367.438890346;-3845367.438890346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7860272.444894362;7860272.444894362;7860272.444894362;0.0;0.0;0.0;1503571.416710657;1503571.416710657;1503571.416710657;6356701.028183705;6356701.028183705;6356701.028183705;0.0;0.0;0.0;4014905.0060040164;-58566026.99399599
1882;2017-12-14;-97182210.0;-3843635.109027183;-99332160.16553137;106494111.22265278;-3843635.109027183;-3843635.109027183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8830742.487807011;8830742.487807011;8830742.487807011;0.0;0.0;0.0;2718160.6573617775;2718160.6573617775;2718160.6573617775;6112581.830445235;6112581.830445235;6112581.830445235;0.0;0.0;0.0;4987107.378779829;102169317.37877983
1883;2017-12-15;44343781.0;-3841902.77916402;-94035305.01063818;108018184.10700637;-3841902.77916402;-3841902.77916402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11268890.90809778;11268890.90809778;11268890.90809778;0.0;0.0;0.0;5314798.907277168;5314798.907277168;5314798.907277168;5954092.000820613;5954092.000820613;5954092.000820613;0.0;0.0;0.0;7426988.128933759;-36916792.87106624
1884;2017-12-16;65056881.0;-3840170.4493008577;-99553122.4031572;87037391.92829484;-3840170.4493008577;-3840170.4493008577;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-261017.29643057048;-261017.29643057048;-261017.29643057048;0.0;0.0;0.0;-6154247.233112046;-6154247.233112046;-6154247.233112046;5893229.9366814755;5893229.9366814755;5893229.9366814755;0.0;0.0;0.0;-4101187.7457314283;-69158068.74573143
1885;2017-12-17;26184337.0;-3838438.119437695;-115139227.33771023;75253053.6747724;-3838438.119437695;-3838438.119437695;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-13090766.732693806;-13090766.732693806;-13090766.732693806;0.0;0.0;0.0;-19030283.045668226;-19030283.045668226;-19030283.045668226;5939516.31297442;5939516.31297442;5939516.31297442;0.0;0.0;0.0;-16929204.8521315;-43113541.8521315
1886;2017-12-18;60087421.0;-3836705.7895745323;-82909245.7545212;108929491.72811604;-3836705.7895745323;-3836705.7895745323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16571104.265092297;16571104.265092297;16571104.265092297;0.0;0.0;0.0;10471503.781304715;10471503.781304715;10471503.781304715;6099600.483787581;6099600.483787581;6099600.483787581;0.0;0.0;0.0;12734398.475517765;-47353022.524482235
1887;2017-12-19;77149011.0;-3834973.4597113687;-91314056.38539344;108020383.6973357;-3834973.4597113687;-3834973.4597113687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11553438.648759937;11553438.648759937;11553438.648759937;0.0;0.0;0.0;5176495.516122383;5176495.516122383;5176495.516122383;6376943.132637555;6376943.132637555;6376943.132637555;0.0;0.0;0.0;7718465.189048568;-69430545.81095143
1888;2017-12-20;47182522.0;-3833241.1298482064;-90338212.10800178;97596747.58236536;-3833241.1298482064;-3833241.1298482064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8275158.13222748;8275158.13222748;8275158.13222748;0.0;0.0;0.0;1503571.4166669361;1503571.4166669361;1503571.4166669361;6771586.715560544;6771586.715560544;6771586.715560544;0.0;0.0;0.0;4441917.002379274;-42740604.997620724
1889;2017-12-21;-9267054.0;-3831508.7999850432;-95049202.1018148;108036068.10179132;-3831508.7999850432;-3831508.7999850432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9998183.436439853;9998183.436439853;9998183.436439853;0.0;0.0;0.0;2718160.6573405014;2718160.6573405014;2718160.6573405014;7280022.779099351;7280022.779099351;7280022.779099351;0.0;0.0;0.0;6166674.636454809;15433728.63645481
1890;2017-12-22;-12647011.0;-3829776.4701218805;-88979688.44526885;108964616.71335217;-3829776.4701218805;-3829776.4701218805;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13209961.369931312;13209961.369931312;13209961.369931312;0.0;0.0;0.0;5314798.907243577;5314798.907243577;5314798.907243577;7895162.462687736;7895162.462687736;7895162.462687736;0.0;0.0;0.0;9380184.899809431;22027195.89980943
1891;2017-12-23;-57037975.0;-3828044.1402587183;-99626438.27456187;90729110.23801547;-3828044.1402587183;-3828044.1402587183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2452166.2580913575;2452166.2580913575;2452166.2580913575;0.0;0.0;0.0;-6154247.233082763;-6154247.233082763;-6154247.233082763;8606413.49117412;8606413.49117412;8606413.49117412;0.0;0.0;0.0;-1375877.8821673607;55662097.11783264
1892;2017-12-24;-176168645.0;-3826311.8103955556;-107231663.30414249;84542619.98272152;-3826311.8103955556;-3826311.8103955556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-9630419.23015737;-9630419.23015737;-9630419.23015737;0.0;0.0;0.0;-19030283.045662303;-19030283.045662303;-19030283.045662303;9399863.815504933;9399863.815504933;9399863.815504933;0.0;0.0;0.0;-13456731.040552925;162711913.9594471
1893;2017-12-25;-171041506.0;-3824579.4805323924;-159564539.47155455;35638089.55345994;-3824579.4805323924;-3824579.4805323924;0.0;0.0;0.0;0.0;0.0;0.0;-77342006.89937451;-77342006.89937451;-77342006.89937451;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-56611934.25744982;-56611934.25744982;-56611934.25744982;-77342006.89937451;-77342006.89937451;-77342006.89937451;10471503.781316966;10471503.781316966;10471503.781316966;10258568.860607736;10258568.860607736;10258568.860607736;0.0;0.0;0.0;-60436513.73798221;110604992.26201779
1894;2017-12-26;-5501754.0;-3822847.1506692288;-114982745.37077406;88646921.11295247;-3822847.1506692288;-3822847.1506692288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-22336204.208002858;-22336204.208002858;-22336204.208002858;-5996772.508050911;-5996772.508050911;-5996772.508050911;-22336204.208002858;-22336204.208002858;-22336204.208002858;5176495.516140544;5176495.516140544;5176495.516140544;11162936.183811406;11162936.183811406;11162936.183811406;0.0;0.0;0.0;-9819619.65872014;-4317865.658720139
1895;2018-01-02;-46435202.0;-3810720.8416270893;-72257960.18313555;113911158.39548446;-3810720.8416270893;-3810720.8416270893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21995295.42430631;21995295.42430631;21995295.42430631;0.0;0.0;0.0;5176495.516136573;5176495.516136573;5176495.516136573;16818799.90816974;16818799.90816974;16818799.90816974;0.0;0.0;0.0;18184574.58267922;64619776.58267922
1896;2018-01-03;59545462.0;-3808988.511763927;-87379060.78505628;112250407.4161476;-3808988.511763927;-3808988.511763927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18752912.547205716;18752912.547205716;18752912.547205716;0.0;0.0;0.0;1503571.416687612;1503571.416687612;1503571.416687612;17249341.130518105;17249341.130518105;17249341.130518105;0.0;0.0;0.0;14943924.03544179;-44601537.964558214
1897;2018-01-04;62678420.0;-3807256.1819007643;-82109524.04302543;106566188.9850836;-3807256.1819007643;-3807256.1819007643;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20243894.50138149;20243894.50138149;20243894.50138149;0.0;0.0;0.0;2718160.657351725;2718160.657351725;2718160.657351725;17525733.84402976;17525733.84402976;17525733.84402976;0.0;0.0;0.0;16436638.319480726;-46241781.680519275
1898;2018-01-05;-1012914.0;-3805523.8520376016;-73369855.93443199;119266335.91868563;-3805523.8520376016;-3805523.8520376016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22949773.47335839;22949773.47335839;22949773.47335839;0.0;0.0;0.0;5314798.907251006;5314798.907251006;5314798.907251006;17634974.566107385;17634974.566107385;17634974.566107385;0.0;0.0;0.0;19144249.621320788;20157163.621320788
1899;2018-01-06;-57446320.0;-3803791.5221744394;-96159192.71320231;95369268.96064009;-3803791.5221744394;-3803791.5221744394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11413713.0805867;11413713.0805867;11413713.0805867;0.0;0.0;0.0;-6154247.233060486;-6154247.233060486;-6154247.233060486;17567960.313647185;17567960.313647185;17567960.313647185;0.0;0.0;0.0;7609921.55841226;65056241.55841226
